Unnamed: 0,userName,score,at,content,content_lower,content_token,content_no_stopwords,content_stemmed,Topic
5043,Rahadian Adinugroho,1,2020-12-12 12:24:13,"Pake yg jelas aja semacam gojek atau grab. Kalo pake ini gak jelas prosesnya seperti apa, makanannya sudah diantar apa blm, drivernya sampai mana, dll.","pake yg jelas aja semacam gojek atau grab. kalo pake ini gak jelas prosesnya seperti apa, makanannya sudah diantar apa blm, drivernya sampai mana, dll.","['pake', 'yg', 'jelas', 'aja', 'semacam', 'gojek', 'atau', 'grab', '.', 'kalo', 'pake', 'ini', 'gak', 'jelas', 'prosesnya', 'seperti', 'apa', ',', 'makanannya', 'sudah', 'diantar', 'apa', 'blm', ',', 'drivernya', 'sampai', 'mana', ',', 'dll', '.']","['pake', 'yg', 'aja', 'gojek', 'grab', '.', 'kalo', 'pake', 'gak', 'prosesnya', ',', 'makanannya', 'diantar', 'blm', ',', 'drivernya', ',', 'dll', '.']","['pake', 'yg', 'aja', 'gojek', 'grab', '', 'kalo', 'pake', 'gak', 'proses', '', 'makan', 'antar', 'blm', '', 'drivernya', '', 'dll', '']",6
5044,Siti rahayuningsih,1,2020-12-12 11:42:48,Tai banget ni aplikasi,tai banget ni aplikasi,"['tai', 'banget', 'ni', 'aplikasi']","['tai', 'banget', 'ni', 'aplikasi']","['tai', 'banget', 'ni', 'aplikasi']",15
5045,lee joni,5,2020-12-12 10:15:52,Good,good,['good'],['good'],['good'],0
5046,rohan arif prasetyo,5,2020-12-12 10:14:39,mantab,mantab,['mantab'],['mantab'],['mantab'],52
5047,A.mursalim Naman,5,2020-12-12 06:57:58,Ok,ok,['ok'],['ok'],['ok'],1
5048,june elita,2,2020-12-12 04:23:08,It's useless application!!!please fix it,it's useless application!!!please fix it,"['it', ""'s"", 'useless', 'application', '!', '!', '!', 'please', 'fix', 'it']","['it', ""'s"", 'useless', 'application', '!', '!', '!', 'please', 'fix', 'it']","['it', 's', 'useless', 'application', '', '', '', 'please', 'fix', 'it']",-1
5049,arnes pabian,4,2020-12-12 04:05:52,oke lah.,oke lah.,"['oke', 'lah', '.']","['oke', '.']","['oke', '']",84
5050,4091,5,2020-12-11 15:02:33,"Yang koplain suka komen eror ga bisa masuk, FIX KALIAN KATROK, GAK PANTES PAKE HP CANGIH TAPI GAK TAU CARA SETTINGNYA 🤣🤣🤣🤣🤣🤣","yang koplain suka komen eror ga bisa masuk, fix kalian katrok, gak pantes pake hp cangih tapi gak tau cara settingnya 🤣🤣🤣🤣🤣🤣","['yang', 'koplain', 'suka', 'komen', 'eror', 'ga', 'bisa', 'masuk', ',', 'fix', 'kalian', 'katrok', ',', 'gak', 'pantes', 'pake', 'hp', 'cangih', 'tapi', 'gak', 'tau', 'cara', 'settingnya', '🤣🤣🤣🤣🤣🤣']","['koplain', 'suka', 'komen', 'eror', 'ga', 'masuk', ',', 'fix', 'katrok', ',', 'gak', 'pantes', 'pake', 'hp', 'cangih', 'gak', 'tau', 'settingnya', '🤣🤣🤣🤣🤣🤣']","['koplain', 'suka', 'komen', 'eror', 'ga', 'masuk', '', 'fix', 'katrok', '', 'gak', 'pantes', 'pake', 'hp', 'cangih', 'gak', 'tau', 'settingnya', '']",10
5051,FERRY ZHANG,5,2020-12-11 14:44:56,Mantap bagus,mantap bagus,"['mantap', 'bagus']","['mantap', 'bagus']","['mantap', 'bagus']",77
5052,Muh ikhsan Awaluddin wahab,5,2020-12-11 03:12:43,Terbaik,terbaik,['terbaik'],['terbaik'],['baik'],49
5053,Cherill Aleanka,2,2020-12-11 00:22:08,Eror mulu,eror mulu,"['eror', 'mulu']","['eror', 'mulu']","['eror', 'mulu']",-1
5054,ista' Dik,5,2020-12-10 17:30:06,Baru cba smoga bnyk promo,baru cba smoga bnyk promo,"['baru', 'cba', 'smoga', 'bnyk', 'promo']","['cba', 'smoga', 'bnyk', 'promo']","['cba', 'smoga', 'bnyk', 'promo']",16
5055,Yesa mustika,1,2020-12-10 13:35:57,Gbsa d gunain tiap msuk app kluar sndiri terus,gbsa d gunain tiap msuk app kluar sndiri terus,"['gbsa', 'd', 'gunain', 'tiap', 'msuk', 'app', 'kluar', 'sndiri', 'terus']","['gbsa', 'd', 'gunain', 'msuk', 'app', 'kluar', 'sndiri']","['gbsa', 'd', 'gunain', 'msuk', 'app', 'kluar', 'sndiri']",-1
5056,habibbty Qolby,1,2020-12-10 11:34:59,Kenapa saya pake aplikasi nih ga bisa dibuka😢 Dah dpt 5x saya hapus trs saya download baru bs dibuka eh bsknya ga bs dibuka LG sllu kejadiaan begini sangat MENGECEWAKAN! TOLONG DONG DIBANTU.,kenapa saya pake aplikasi nih ga bisa dibuka😢 dah dpt 5x saya hapus trs saya download baru bs dibuka eh bsknya ga bs dibuka lg sllu kejadiaan begini sangat mengecewakan! tolong dong dibantu.,"['kenapa', 'saya', 'pake', 'aplikasi', 'nih', 'ga', 'bisa', 'dibuka😢', 'dah', 'dpt', '5x', 'saya', 'hapus', 'trs', 'saya', 'download', 'baru', 'bs', 'dibuka', 'eh', 'bsknya', 'ga', 'bs', 'dibuka', 'lg', 'sllu', 'kejadiaan', 'begini', 'sangat', 'mengecewakan', '!', 'tolong', 'dong', 'dibantu', '.']","['pake', 'aplikasi', 'nih', 'ga', 'dibuka😢', 'dah', 'dpt', '5x', 'hapus', 'trs', 'download', 'bs', 'dibuka', 'eh', 'bsknya', 'ga', 'bs', 'dibuka', 'lg', 'sllu', 'kejadiaan', 'mengecewakan', '!', 'tolong', 'dibantu', '.']","['pake', 'aplikasi', 'nih', 'ga', 'buka', 'dah', 'dpt', '5x', 'hapus', 'trs', 'download', 'bs', 'buka', 'eh', 'bsknya', 'ga', 'bs', 'buka', 'lg', 'sllu', 'kejadiaan', 'kecewa', '', 'tolong', 'bantu', '']",45
5057,Risa Nita,1,2020-12-10 10:18:09,Ne kenapa ya di download kok g bs... Pdhl sinyalnya bgs...,ne kenapa ya di download kok g bs... pdhl sinyalnya bgs...,"['ne', 'kenapa', 'ya', 'di', 'download', 'kok', 'g', 'bs', '...', 'pdhl', 'sinyalnya', 'bgs', '...']","['ne', 'ya', 'download', 'g', 'bs', '...', 'pdhl', 'sinyalnya', 'bgs', '...']","['ne', 'ya', 'download', 'g', 'bs', '', 'pdhl', 'sinyal', 'bgs', '']",21
5058,Allisa Shallwa,4,2020-12-10 05:54:49,Apakah bisa untuk takeaway atau harus Dine in ya? Makasih,apakah bisa untuk takeaway atau harus dine in ya? makasih,"['apakah', 'bisa', 'untuk', 'takeaway', 'atau', 'harus', 'dine', 'in', 'ya', '?', 'makasih']","['takeaway', 'dine', 'in', 'ya', '?', 'makasih']","['takeaway', 'dine', 'in', 'ya', '', 'makasih']",6
5059,Riska Margi,5,2020-12-10 04:33:28,bagus,bagus,['bagus'],['bagus'],['bagus'],2
5060,Hilal Liyah,1,2020-12-09 10:52:09,Baru donwload aplikasinya malah gak bisa masuk,baru donwload aplikasinya malah gak bisa masuk,"['baru', 'donwload', 'aplikasinya', 'malah', 'gak', 'bisa', 'masuk']","['donwload', 'aplikasinya', 'gak', 'masuk']","['donwload', 'aplikasi', 'gak', 'masuk']",-1
5061,Hendri Effendy,1,2020-12-09 10:16:44,Aplikasi nda bisa dipake,aplikasi nda bisa dipake,"['aplikasi', 'nda', 'bisa', 'dipake']","['aplikasi', 'nda', 'dipake']","['aplikasi', 'nda', 'dipake']",15
5062,elvin wijaya,1,2020-12-09 10:13:57,Aplikasi belum bisa digunakan banyak errornya dan lalod,aplikasi belum bisa digunakan banyak errornya dan lalod,"['aplikasi', 'belum', 'bisa', 'digunakan', 'banyak', 'errornya', 'dan', 'lalod']","['aplikasi', 'errornya', 'lalod']","['aplikasi', 'errornya', 'lalod']",-1
5063,Nabilah Sathya,3,2020-12-09 09:20:40,bisain aku download dong,bisain aku download dong,"['bisain', 'aku', 'download', 'dong']","['bisain', 'download']","['bisain', 'download']",21
5064,Kamal Neneng Ar,1,2020-12-09 06:41:22,"Saya sebagai driver ojek online sangat kecewa terhadap pelayanan McD Bintaro sektor 9, saya sebagai customer sangat kecewa padahal saya membeli bukan meminta tapi kenapa pelayanan nya sangat buruk, sudah nunggu 2 jam lebih tapi belum selesai"". Jangan memperioritaskan makan di tempat dan mobil saja. 2 jam bukan waktu yang sebentar loh.","saya sebagai driver ojek online sangat kecewa terhadap pelayanan mcd bintaro sektor 9, saya sebagai customer sangat kecewa padahal saya membeli bukan meminta tapi kenapa pelayanan nya sangat buruk, sudah nunggu 2 jam lebih tapi belum selesai"". jangan memperioritaskan makan di tempat dan mobil saja. 2 jam bukan waktu yang sebentar loh.","['saya', 'sebagai', 'driver', 'ojek', 'online', 'sangat', 'kecewa', 'terhadap', 'pelayanan', 'mcd', 'bintaro', 'sektor', '9', ',', 'saya', 'sebagai', 'customer', 'sangat', 'kecewa', 'padahal', 'saya', 'membeli', 'bukan', 'meminta', 'tapi', 'kenapa', 'pelayanan', 'nya', 'sangat', 'buruk', ',', 'sudah', 'nunggu', '2', 'jam', 'lebih', 'tapi', 'belum', 'selesai', ""''"", '.', 'jangan', 'memperioritaskan', 'makan', 'di', 'tempat', 'dan', 'mobil', 'saja', '.', '2', 'jam', 'bukan', 'waktu', 'yang', 'sebentar', 'loh', '.']","['driver', 'ojek', 'online', 'kecewa', 'pelayanan', 'mcd', 'bintaro', 'sektor', '9', ',', 'customer', 'kecewa', 'membeli', 'pelayanan', 'nya', 'buruk', ',', 'nunggu', '2', 'jam', 'selesai', ""''"", '.', 'memperioritaskan', 'makan', 'mobil', '.', '2', 'jam', 'sebentar', 'loh', '.']","['driver', 'ojek', 'online', 'kecewa', 'layan', 'mcd', 'bintaro', 'sektor', '9', '', 'customer', 'kecewa', 'beli', 'layan', 'nya', 'buruk', '', 'nunggu', '2', 'jam', 'selesai', '', '', 'memperioritaskan', 'makan', 'mobil', '', '2', 'jam', 'sebentar', 'loh', '']",5
5065,Toko sembako dita,1,2020-12-09 05:05:16,Sering gak bisa buka menu,sering gak bisa buka menu,"['sering', 'gak', 'bisa', 'buka', 'menu']","['gak', 'buka', 'menu']","['gak', 'buka', 'menu']",-1
5066,Prabu Waskita,1,2020-12-09 04:24:36,Gak bisa log in,gak bisa log in,"['gak', 'bisa', 'log', 'in']","['gak', 'log', 'in']","['gak', 'log', 'in']",25
5067,Ahmad ihsan,1,2020-12-09 03:34:31,Ampas banget update aplikasinya,ampas banget update aplikasinya,"['ampas', 'banget', 'update', 'aplikasinya']","['ampas', 'banget', 'update', 'aplikasinya']","['ampas', 'banget', 'update', 'aplikasi']",30
5068,Lana fauziiia,1,2020-12-08 15:46:31,kok gabisa login ya,kok gabisa login ya,"['kok', 'gabisa', 'login', 'ya']","['gabisa', 'login', 'ya']","['gabisa', 'login', 'ya']",-1
5069,Jainudin Mz,5,2020-12-08 07:50:07,Sukses Mcdonal's indonesia,sukses mcdonal's indonesia,"['sukses', 'mcdonal', ""'s"", 'indonesia']","['sukses', 'mcdonal', ""'s"", 'indonesia']","['sukses', 'mcdonal', 's', 'indonesia']",74
5070,Fenny Noviani,5,2020-12-08 05:19:57,"Teruskan promo nya yaaa, mcd slalu dihati","teruskan promo nya yaaa, mcd slalu dihati","['teruskan', 'promo', 'nya', 'yaaa', ',', 'mcd', 'slalu', 'dihati']","['teruskan', 'promo', 'nya', 'yaaa', ',', 'mcd', 'slalu', 'dihati']","['terus', 'promo', 'nya', 'yaaa', '', 'mcd', 'slalu', 'hati']",-1
5071,De Blangkon Channel,5,2020-12-07 09:17:35,"Redeem mudah ,cs nya ramah dan cepat pelayanan nya MC D nomer siji..","redeem mudah ,cs nya ramah dan cepat pelayanan nya mc d nomer siji..","['redeem', 'mudah', ',', 'cs', 'nya', 'ramah', 'dan', 'cepat', 'pelayanan', 'nya', 'mc', 'd', 'nomer', 'siji', '..']","['redeem', 'mudah', ',', 'cs', 'nya', 'ramah', 'cepat', 'pelayanan', 'nya', 'mc', 'd', 'nomer', 'siji', '..']","['redeem', 'mudah', '', 'cs', 'nya', 'ramah', 'cepat', 'layan', 'nya', 'mc', 'd', 'nomer', 'siji', '']",88
5072,anisa sania,1,2020-12-06 13:46:03,Masukny aja susah,masukny aja susah,"['masukny', 'aja', 'susah']","['masukny', 'aja', 'susah']","['masukny', 'aja', 'susah']",94
5073,Jimmy Mayfiandy,5,2020-12-06 10:25:13,Very Good 👍😊,very good 👍😊,"['very', 'good', '👍😊']","['very', 'good', '👍😊']","['very', 'good', '']",105
5074,Andi Hermawis,5,2020-12-06 08:18:48,Baik sekali,baik sekali,"['baik', 'sekali']",[],[],80
5075,Buatakunff Akunff,5,2020-12-06 06:37:55,Bagus,bagus,['bagus'],['bagus'],['bagus'],2
5076,Hidayat Nidra,2,2020-12-06 05:38:17,Ga bs login,ga bs login,"['ga', 'bs', 'login']","['ga', 'bs', 'login']","['ga', 'bs', 'login']",117
5077,Afifa Ara,1,2020-12-05 09:30:34,"Dari dulu udh pake gk knp2, eh ke upgrade kok malah ngga bisa login ya? Tolong dong ditingkatkan..","dari dulu udh pake gk knp2, eh ke upgrade kok malah ngga bisa login ya? tolong dong ditingkatkan..","['dari', 'dulu', 'udh', 'pake', 'gk', 'knp2', ',', 'eh', 'ke', 'upgrade', 'kok', 'malah', 'ngga', 'bisa', 'login', 'ya', '?', 'tolong', 'dong', 'ditingkatkan', '..']","['udh', 'pake', 'gk', 'knp2', ',', 'eh', 'upgrade', 'ngga', 'login', 'ya', '?', 'tolong', 'ditingkatkan', '..']","['udh', 'pake', 'gk', 'knp2', '', 'eh', 'upgrade', 'ngga', 'login', 'ya', '', 'tolong', 'tingkat', '']",11
5078,Ernia Tika,5,2020-12-05 07:15:10,ok,ok,['ok'],['ok'],['ok'],1
5079,David Mohammad,5,2020-12-04 10:15:35,Mantap,mantap,['mantap'],['mantap'],['mantap'],3
5080,Fonny monika Silviana,1,2020-12-02 17:06:22,Gabisa digunakan. Udh download apus download ulang tetap aje,gabisa digunakan. udh download apus download ulang tetap aje,"['gabisa', 'digunakan', '.', 'udh', 'download', 'apus', 'download', 'ulang', 'tetap', 'aje']","['gabisa', '.', 'udh', 'download', 'apus', 'download', 'ulang', 'aje']","['gabisa', '', 'udh', 'download', 'apus', 'download', 'ulang', 'aje']",21
5081,Andrio Andrio,5,2020-12-02 08:38:15,Creative,creative,['creative'],['creative'],['creative'],-1
5082,nyayu mastura,5,2020-12-02 06:51:43,"Good, sukses trus mcd","good, sukses trus mcd","['good', ',', 'sukses', 'trus', 'mcd']","['good', ',', 'sukses', 'trus', 'mcd']","['good', '', 'sukses', 'trus', 'mcd']",7
5083,Ny Dnda,5,2020-12-02 06:51:37,Good semoga bermanfaat,good semoga bermanfaat,"['good', 'semoga', 'bermanfaat']","['good', 'semoga', 'bermanfaat']","['good', 'moga', 'manfaat']",-1
5084,Dewi Utari,3,2020-12-01 10:23:04,Saya dowload tp ko ga bisa dibuka ya,saya dowload tp ko ga bisa dibuka ya,"['saya', 'dowload', 'tp', 'ko', 'ga', 'bisa', 'dibuka', 'ya']","['dowload', 'tp', 'ko', 'ga', 'dibuka', 'ya']","['dowload', 'tp', 'ko', 'ga', 'buka', 'ya']",13
5085,Dodi Iskandar,5,2020-12-01 03:20:25,Coba di perbanyak promo murahnya,coba di perbanyak promo murahnya,"['coba', 'di', 'perbanyak', 'promo', 'murahnya']","['coba', 'perbanyak', 'promo', 'murahnya']","['coba', 'banyak', 'promo', 'murah']",114
5086,Muhammad Iqbal,5,2020-11-30 14:14:50,"the best, good job mcd","the best, good job mcd","['the', 'best', ',', 'good', 'job', 'mcd']","['the', 'best', ',', 'good', 'job', 'mcd']","['the', 'best', '', 'good', 'job', 'mcd']",7
5087,Arum Wijayanti,1,2020-11-30 12:32:42,Selalu susah di bukanya...,selalu susah di bukanya...,"['selalu', 'susah', 'di', 'bukanya', '...']","['susah', 'bukanya', '...']","['susah', 'buka', '']",94
5088,Aji Amrullah,5,2020-11-30 08:49:53,Wah banyak promo,wah banyak promo,"['wah', 'banyak', 'promo']",['promo'],['promo'],-1
5089,Eka Rofi Mulyana,1,2020-11-30 02:05:28,Aplikasinya gak bisa dibuka.,aplikasinya gak bisa dibuka.,"['aplikasinya', 'gak', 'bisa', 'dibuka', '.']","['aplikasinya', 'gak', 'dibuka', '.']","['aplikasi', 'gak', 'buka', '']",45
5090,blenda the golden,5,2020-11-30 01:30:02,Lbh di tingkat kan lg kualitas nya,lbh di tingkat kan lg kualitas nya,"['lbh', 'di', 'tingkat', 'kan', 'lg', 'kualitas', 'nya']","['lbh', 'tingkat', 'lg', 'kualitas', 'nya']","['lbh', 'tingkat', 'lg', 'kualitas', 'nya']",56
5091,Meonk Kitty,5,2020-11-29 05:27:36,Puaaaaaaasssss,puaaaaaaasssss,['puaaaaaaasssss'],['puaaaaaaasssss'],['puaaaaaaasssss'],-1
5092,dwii lestari,5,2020-11-28 03:36:28,"App nya bagus, pelayanannya juga cukup bagus. Tp sedihnya ada promo yg bru 1x pake dh hilang :""(","app nya bagus, pelayanannya juga cukup bagus. tp sedihnya ada promo yg bru 1x pake dh hilang :""(","['app', 'nya', 'bagus', ',', 'pelayanannya', 'juga', 'cukup', 'bagus', '.', 'tp', 'sedihnya', 'ada', 'promo', 'yg', 'bru', '1x', 'pake', 'dh', 'hilang', ':', ""''"", '(']","['app', 'nya', 'bagus', ',', 'pelayanannya', 'bagus', '.', 'tp', 'sedihnya', 'promo', 'yg', 'bru', '1x', 'pake', 'dh', 'hilang', ':', ""''"", '(']","['app', 'nya', 'bagus', '', 'layan', 'bagus', '', 'tp', 'sedih', 'promo', 'yg', 'bru', '1x', 'pake', 'dh', 'hilang', '', '', '']",-1
5093,Desiana,4,2020-11-27 02:27:41,Gak bisa login,gak bisa login,"['gak', 'bisa', 'login']","['gak', 'login']","['gak', 'login']",25
5094,Dessy Wahyuni,5,2020-11-27 02:03:20,"Pertama kali pake puas banget, reedem di mcd sanur cs nya baik banget direkomendasiin paket yg hrganya lbh murah dr yg seharusnya ak pesen, cuma 15 rb paket ayam nasi dan fruit tea, ayamnya juga gede size normal dan bs ganti spicy. Thank youu membantu bgt pas corona","pertama kali pake puas banget, reedem di mcd sanur cs nya baik banget direkomendasiin paket yg hrganya lbh murah dr yg seharusnya ak pesen, cuma 15 rb paket ayam nasi dan fruit tea, ayamnya juga gede size normal dan bs ganti spicy. thank youu membantu bgt pas corona","['pertama', 'kali', 'pake', 'puas', 'banget', ',', 'reedem', 'di', 'mcd', 'sanur', 'cs', 'nya', 'baik', 'banget', 'direkomendasiin', 'paket', 'yg', 'hrganya', 'lbh', 'murah', 'dr', 'yg', 'seharusnya', 'ak', 'pesen', ',', 'cuma', '15', 'rb', 'paket', 'ayam', 'nasi', 'dan', 'fruit', 'tea', ',', 'ayamnya', 'juga', 'gede', 'size', 'normal', 'dan', 'bs', 'ganti', 'spicy', '.', 'thank', 'youu', 'membantu', 'bgt', 'pas', 'corona']","['kali', 'pake', 'puas', 'banget', ',', 'reedem', 'mcd', 'sanur', 'cs', 'nya', 'banget', 'direkomendasiin', 'paket', 'yg', 'hrganya', 'lbh', 'murah', 'dr', 'yg', 'ak', 'pesen', ',', '15', 'rb', 'paket', 'ayam', 'nasi', 'fruit', 'tea', ',', 'ayamnya', 'gede', 'size', 'normal', 'bs', 'ganti', 'spicy', '.', 'thank', 'youu', 'membantu', 'bgt', 'pas', 'corona']","['kali', 'pake', 'puas', 'banget', '', 'reedem', 'mcd', 'sanur', 'cs', 'nya', 'banget', 'direkomendasiin', 'paket', 'yg', 'hrganya', 'lbh', 'murah', 'dr', 'yg', 'ak', 'sen', '', '15', 'rb', 'paket', 'ayam', 'nasi', 'fruit', 'tea', '', 'ayam', 'gede', 'size', 'normal', 'bs', 'ganti', 'spicy', '', 'thank', 'youu', 'bantu', 'bgt', 'pas', 'corona']",9
5095,Selpia Selpia,2,2020-11-25 12:15:54,"Ini kenapa ya ko saya perbarui malah gbsa di buka,mentok di logo nya saja","ini kenapa ya ko saya perbarui malah gbsa di buka,mentok di logo nya saja","['ini', 'kenapa', 'ya', 'ko', 'saya', 'perbarui', 'malah', 'gbsa', 'di', 'buka', ',', 'mentok', 'di', 'logo', 'nya', 'saja']","['ya', 'ko', 'perbarui', 'gbsa', 'buka', ',', 'mentok', 'logo', 'nya']","['ya', 'ko', 'baru', 'gbsa', 'buka', '', 'mentok', 'logo', 'nya']",-1
5096,Atikah Dewis,1,2020-11-23 21:05:42,Pelayanan nya lama dan jutek jutek mcd kartini cirebon dan bypass pemuda,pelayanan nya lama dan jutek jutek mcd kartini cirebon dan bypass pemuda,"['pelayanan', 'nya', 'lama', 'dan', 'jutek', 'jutek', 'mcd', 'kartini', 'cirebon', 'dan', 'bypass', 'pemuda']","['pelayanan', 'nya', 'jutek', 'jutek', 'mcd', 'kartini', 'cirebon', 'bypass', 'pemuda']","['layan', 'nya', 'jutek', 'jutek', 'mcd', 'kartini', 'cirebon', 'bypass', 'pemuda']",7
5097,rey angga,1,2020-11-23 11:50:52,cant be open,cant be open,"['cant', 'be', 'open']","['cant', 'be', 'open']","['cant', 'be', 'open']",13
5098,H.Andi Fatuhzaman,2,2020-11-22 09:48:22,Belum support untuk OS Android 10 ya... Tolong dong di perbarui...,belum support untuk os android 10 ya... tolong dong di perbarui...,"['belum', 'support', 'untuk', 'os', 'android', '10', 'ya', '...', 'tolong', 'dong', 'di', 'perbarui', '...']","['support', 'os', 'android', '10', 'ya', '...', 'tolong', 'perbarui', '...']","['support', 'os', 'android', '10', 'ya', '', 'tolong', 'baru', '']",98
5099,Amanda Devi,4,2020-11-22 02:19:27,Promonya menarik. Sayang nya sedikit lemot waktu dibuka,promonya menarik. sayang nya sedikit lemot waktu dibuka,"['promonya', 'menarik', '.', 'sayang', 'nya', 'sedikit', 'lemot', 'waktu', 'dibuka']","['promonya', 'menarik', '.', 'sayang', 'nya', 'lemot', 'dibuka']","['promonya', 'tarik', '', 'sayang', 'nya', 'lot', 'buka']",-1
5100,Fiqri Flows,5,2020-11-21 11:34:47,Good,good,['good'],['good'],['good'],0
5101,Titah Mangayu,1,2020-11-19 13:38:07,gabisa log in padahal udah bener semua,gabisa log in padahal udah bener semua,"['gabisa', 'log', 'in', 'padahal', 'udah', 'bener', 'semua']","['gabisa', 'log', 'in', 'udah', 'bener']","['gabisa', 'log', 'in', 'udah', 'bener']",-1
5102,Agus Agus,5,2020-11-19 09:50:28,Aplikasi payah,aplikasi payah,"['aplikasi', 'payah']","['aplikasi', 'payah']","['aplikasi', 'payah']",-1
5103,Gie Gie,5,2020-11-17 18:39:02,Good good good,good good good,"['good', 'good', 'good']","['good', 'good', 'good']","['good', 'good', 'good']",0
5104,Ervan Yulianto,1,2020-11-13 13:37:06,Saat bayar pakai gopay tidak bisa membuka di aplikasi gojek.. memuat ulang terus,saat bayar pakai gopay tidak bisa membuka di aplikasi gojek.. memuat ulang terus,"['saat', 'bayar', 'pakai', 'gopay', 'tidak', 'bisa', 'membuka', 'di', 'aplikasi', 'gojek', '..', 'memuat', 'ulang', 'terus']","['bayar', 'pakai', 'gopay', 'membuka', 'aplikasi', 'gojek', '..', 'memuat', 'ulang']","['bayar', 'pakai', 'gopay', 'buka', 'aplikasi', 'gojek', '', 'muat', 'ulang']",-1
5105,Felisa Rahmatika,1,2020-11-10 12:34:56,Eror gbs dibuka,eror gbs dibuka,"['eror', 'gbs', 'dibuka']","['eror', 'gbs', 'dibuka']","['eror', 'gbs', 'buka']",13
5106,Oky Oktapianty,1,2020-11-10 03:32:27,Aplikasi nya sush bgt digunakan.. Sya jd gak bisa pesen.. Langsung uninstall lg lahh...,aplikasi nya sush bgt digunakan.. sya jd gak bisa pesen.. langsung uninstall lg lahh...,"['aplikasi', 'nya', 'sush', 'bgt', 'digunakan', '..', 'sya', 'jd', 'gak', 'bisa', 'pesen', '..', 'langsung', 'uninstall', 'lg', 'lahh', '...']","['aplikasi', 'nya', 'sush', 'bgt', '..', 'sya', 'jd', 'gak', 'pesen', '..', 'langsung', 'uninstall', 'lg', 'lahh', '...']","['aplikasi', 'nya', 'sush', 'bgt', '', 'sya', 'jd', 'gak', 'sen', '', 'langsung', 'uninstall', 'lg', 'lahh', '']",-1
5107,rachmat riyanto,2,2020-11-08 22:34:26,"Aplikasi pas di update gk bisa terbuka ,, badd aplikas","aplikasi pas di update gk bisa terbuka ,, badd aplikas","['aplikasi', 'pas', 'di', 'update', 'gk', 'bisa', 'terbuka', ',', ',', 'badd', 'aplikas']","['aplikasi', 'pas', 'update', 'gk', 'terbuka', ',', ',', 'badd', 'aplikas']","['aplikasi', 'pas', 'update', 'gk', 'buka', '', '', 'badd', 'aplikas']",30
5108,Indra Rahmat Deni,1,2020-11-05 05:42:49,Langsung uninstall mau order susah beud..di klik troli ga bisa2 sekelas McD aplikasinya bapuk bgt,langsung uninstall mau order susah beud..di klik troli ga bisa2 sekelas mcd aplikasinya bapuk bgt,"['langsung', 'uninstall', 'mau', 'order', 'susah', 'beud', '..', 'di', 'klik', 'troli', 'ga', 'bisa2', 'sekelas', 'mcd', 'aplikasinya', 'bapuk', 'bgt']","['langsung', 'uninstall', 'order', 'susah', 'beud', '..', 'klik', 'troli', 'ga', 'bisa2', 'sekelas', 'mcd', 'aplikasinya', 'bapuk', 'bgt']","['langsung', 'uninstall', 'order', 'susah', 'beud', '', 'klik', 'troli', 'ga', 'bisa2', 'kelas', 'mcd', 'aplikasi', 'bapuk', 'bgt']",118
5109,Trisnoise al_jaelani,5,2020-11-03 15:59:51,Oke,oke,['oke'],['oke'],['oke'],20
5110,HapeTaa Gadget Store,5,2020-11-03 12:39:46,Mantap,mantap,['mantap'],['mantap'],['mantap'],3
5111,Maleakhi Analta Zeldha,5,2020-11-03 04:55:43,Good,good,['good'],['good'],['good'],0
5112,Witri Yuliaty,4,2020-11-02 18:53:12,"aplikasinya bagus. mudah digunakan. saya punya saran, menu promonya sering sering diperbaharui, mengapa menu baru tidak dijadikan promo jg di app mcd? sekalian dijadikan bahan untuk promosi, kalau enak kan bakal repurchase.","aplikasinya bagus. mudah digunakan. saya punya saran, menu promonya sering sering diperbaharui, mengapa menu baru tidak dijadikan promo jg di app mcd? sekalian dijadikan bahan untuk promosi, kalau enak kan bakal repurchase.","['aplikasinya', 'bagus', '.', 'mudah', 'digunakan', '.', 'saya', 'punya', 'saran', ',', 'menu', 'promonya', 'sering', 'sering', 'diperbaharui', ',', 'mengapa', 'menu', 'baru', 'tidak', 'dijadikan', 'promo', 'jg', 'di', 'app', 'mcd', '?', 'sekalian', 'dijadikan', 'bahan', 'untuk', 'promosi', ',', 'kalau', 'enak', 'kan', 'bakal', 'repurchase', '.']","['aplikasinya', 'bagus', '.', 'mudah', '.', 'saran', ',', 'menu', 'promonya', 'diperbaharui', ',', 'menu', 'dijadikan', 'promo', 'jg', 'app', 'mcd', '?', 'dijadikan', 'bahan', 'promosi', ',', 'enak', 'repurchase', '.']","['aplikasi', 'bagus', '', 'mudah', '', 'saran', '', 'menu', 'promonya', 'baharu', '', 'menu', 'jadi', 'promo', 'jg', 'app', 'mcd', '', 'jadi', 'bahan', 'promosi', '', 'enak', 'repurchase', '']",-1
